Date,close_meta,close_azeta
8/6/2019,184.509995,32.189999
8/7/2019,185.149994,31.209999
8/8/2019,190.160004,32.360001
8/9/2019,187.850006,31.59
8/12/2019,185.369995,31.02
8/13/2019,188.449997,31.639999
8/14/2019,179.710007,30.18
8/15/2019,182.589996,30.35
8/16/2019,183.699997,31.24
8/19/2019,186.169998,31.51
8/20/2019,183.809998,31.309999
8/21/2019,183.550003,32.029999
8/22/2019,182.039993,32.189999
8/23/2019,177.75,30.92
8/26/2019,180.360001,31.030001
8/27/2019,181.300003,30.98
8/28/2019,181.759995,30.93
8/29/2019,185.570007,32.799999
8/30/2019,185.669998,33.330002
9/3/2019,182.389999,33.490002
9/4/2019,187.139999,34.34
9/5/2019,190.899994,35.220001
9/6/2019,187.490005,35.040001
9/9/2019,188.759995,35.720001
9/10/2019,186.169998,37.709999
9/11/2019,188.490005,37.48
9/12/2019,187.470001,39.060001
9/13/2019,187.190002,38.299999
9/16/2019,186.220001,37.75
9/17/2019,188.080002,38.41
9/18/2019,188.139999,39.34
9/19/2019,190.139999,39.490002
9/20/2019,189.929993,39.400002
9/23/2019,186.820007,38.48
9/24/2019,181.279999,36.630001
9/25/2019,182.800003,37.689999
9/26/2019,180.110001,37.720001
9/27/2019,177.100006,36.900002
9/30/2019,178.080002,37.029999
10/1/2019,175.809998,36.209999
10/2/2019,174.600006,35.599998
10/3/2019,179.380005,36.509998
10/4/2019,180.449997,37.619999
10/7/2019,179.679993,37.57
10/8/2019,177.75,35.490002
10/9/2019,179.850006,35.950001
10/10/2019,180.029999,35.950001
10/11/2019,184.190002,37.509998
10/14/2019,183.279999,38.150002
10/15/2019,188.889999,38.139999
10/16/2019,189.550003,38.060001
10/17/2019,190.389999,39.779999
10/18/2019,185.850006,39.759998
10/21/2019,189.759995,40.09
10/22/2019,182.339996,40.41
10/23/2019,186.149994,39.919998
10/24/2019,186.380005,42.419998
10/25/2019,187.889999,43.279999
10/28/2019,189.399994,44
10/29/2019,189.309998,43.740002
10/30/2019,188.25,43.389999
10/31/2019,191.649994,42.470001
11/1/2019,193.619995,43
11/4/2019,194.720001,44.439999
11/5/2019,194.320007,44.57
11/6/2019,191.550003,44.689999
11/7/2019,190.419998,48.049999
11/8/2019,190.839996,46.810001
11/11/2019,189.610001,47.009998
11/12/2019,194.470001,47
11/13/2019,193.190002,47.09
11/14/2019,193.149994,47.080002
11/15/2019,195.100006,46.91
11/18/2019,197.399994,45.150002
11/19/2019,199.320007,45.240002
11/20/2019,197.509995,45.240002
11/21/2019,197.929993,43.619999
11/22/2019,198.820007,43.310001
11/25/2019,199.789993,44.91
11/26/2019,198.970001,44.619999
11/27/2019,202,45.509998
11/29/2019,201.639999,44.77
12/2/2019,199.699997,41.610001
12/3/2019,198.820007,40.369999
12/4/2019,198.710007,40.98
12/5/2019,199.360001,40.93
12/6/2019,201.050003,41.139999
12/9/2019,201.339996,40.630001
12/10/2019,200.869995,40.689999
12/11/2019,202.259995,41.639999
12/12/2019,196.75,42.380001
12/13/2019,194.110001,42.259998
12/16/2019,197.919998,39.869999
12/17/2019,198.389999,43.48
12/18/2019,202.5,42.619999
12/19/2019,206.059998,42.900002
12/20/2019,206.300003,42.43
12/23/2019,206.179993,42.84
12/24/2019,205.119995,42.48
12/26/2019,207.789993,42.259998
12/27/2019,208.100006,42.060001
12/30/2019,204.410004,42.099998
12/31/2019,205.25,41.959999
1/2/2020,209.779999,42.900002
1/3/2020,208.669998,42.639999
1/6/2020,212.600006,40.66
1/7/2020,213.059998,41.330002
1/8/2020,215.220001,41.419998
1/9/2020,218.300003,42.130001
1/10/2020,218.059998,41.279999
1/13/2020,221.910004,42.150002
1/14/2020,219.059998,42.639999
1/15/2020,221.149994,43.09
1/16/2020,221.770004,44.139999
1/17/2020,222.139999,43.610001
1/21/2020,221.440002,42.830002
1/22/2020,221.320007,42.330002
1/23/2020,219.759995,41.799999
1/24/2020,217.940002,40.889999
1/27/2020,214.869995,39
1/28/2020,217.789993,39.580002
1/29/2020,223.229996,38.470001
1/30/2020,209.529999,38.860001
1/31/2020,201.910004,38.080002
2/3/2020,204.190002,38.560001
2/4/2020,209.830002,39.049999
2/5/2020,210.110001,39.73
2/6/2020,210.850006,40.549999
2/7/2020,212.330002,39.169998
2/10/2020,213.059998,41.93
2/11/2020,207.190002,42.400002
2/12/2020,210.759995,42.470001
2/13/2020,213.139999,42.529999
2/14/2020,214.179993,41.310001
2/18/2020,217.800003,40.380001
2/19/2020,217.490005,41.23
2/20/2020,214.580002,39.689999
2/21/2020,210.179993,38.189999
2/24/2020,200.720001,36.73
2/25/2020,196.770004,35.02
2/26/2020,197.199997,34.959999
2/27/2020,189.75,33.939999
2/28/2020,192.470001,34.509998
3/2/2020,196.440002,35.009998
3/3/2020,185.889999,33.919998
3/4/2020,191.759995,35.84
3/5/2020,185.169998,34.68
3/6/2020,181.089996,33.75
3/9/2020,169.5,30.700001
3/10/2020,178.190002,32
3/11/2020,170.240005,30.799999
3/12/2020,154.470001,28.049999
3/13/2020,170.279999,28.639999
3/16/2020,146.009995,24.719999
3/17/2020,149.419998,25.799999
3/18/2020,146.960007,22.690001
3/19/2020,153.130005,22.879999
3/20/2020,149.729996,23
3/23/2020,148.100006,23.92
3/24/2020,160.979996,28.17
3/25/2020,156.210007,28.34
3/26/2020,163.339996,30.780001
3/27/2020,156.789993,29.51
3/30/2020,165.949997,30.530001
3/31/2020,166.800003,30.5
4/1/2020,159.600006,29.219999
4/2/2020,158.190002,29.139999
4/3/2020,154.179993,26.540001
4/6/2020,165.550003,30.82
4/7/2020,168.830002,30.5
4/8/2020,174.279999,31.620001
4/9/2020,175.190002,30.5
4/13/2020,174.789993,30.6
4/14/2020,178.169998,34.720001
4/15/2020,176.970001,32.290001
4/16/2020,176.25,33.639999
4/17/2020,179.240005,33.950001
4/20/2020,178.240005,33.889999
4/21/2020,170.800003,33.040001
4/22/2020,182.279999,34.580002
4/23/2020,185.130005,34.380001
4/24/2020,190.070007,34.880001
4/27/2020,187.5,36.459999
4/28/2020,182.910004,37.889999
4/29/2020,194.190002,41.580002
4/30/2020,204.710007,38.490002
5/1/2020,202.270004,35.18
5/4/2020,205.259995,35.299999
5/5/2020,207.070007,36.450001
5/6/2020,208.470001,36.939999
5/7/2020,211.259995,38
5/8/2020,212.350006,39.189999
5/11/2020,213.179993,39.099998
5/12/2020,210.100006,39.189999
5/13/2020,205.100006,38.619999
5/14/2020,206.809998,38.73
5/15/2020,210.880005,37.540001
5/18/2020,213.190002,39.09
5/19/2020,216.880005,39.240002
5/20/2020,229.970001,40.619999
5/21/2020,231.389999,40.23
5/22/2020,234.910004,40.98
5/26/2020,232.199997,41.23
5/27/2020,229.139999,41.98
5/28/2020,225.460007,40.080002
5/29/2020,225.089996,39.970001
6/1/2020,231.910004,40.849998
6/2/2020,232.720001,41.060001
6/3/2020,230.160004,42.5
6/4/2020,226.289993,43.02
6/5/2020,230.770004,43.720001
6/8/2020,231.399994,43.549999
6/9/2020,238.669998,43.580002
6/10/2020,236.729996,43.990002
6/11/2020,224.429993,39.119999
6/12/2020,228.580002,39.73
6/15/2020,232.5,40.439999
6/16/2020,235.649994,42.27
6/17/2020,235.529999,42.619999
6/18/2020,235.940002,42.82
6/19/2020,238.789993,42.5
6/22/2020,239.220001,42.450001
6/23/2020,242.240005,43.349998
6/24/2020,234.020004,43.029999
6/25/2020,235.679993,43.84
6/26/2020,216.080002,42.18
6/29/2020,220.639999,42.889999
6/30/2020,227.070007,44.240002
7/1/2020,237.550003,43.470001
7/2/2020,233.419998,44.459999
7/6/2020,240.279999,44.68
7/7/2020,240.860001,43.689999
7/8/2020,243.580002,44.939999
7/9/2020,244.5,45.299999
7/10/2020,245.070007,45.299999
7/13/2020,239,44.68
7/14/2020,239.729996,45.07
7/15/2020,240.279999,45.43
7/16/2020,240.929993,44.360001
7/17/2020,242.029999,45.110001
7/20/2020,245.419998,46.220001
7/21/2020,241.75,45.919998
7/22/2020,239.869995,46.540001
7/23/2020,232.600006,45.700001
7/24/2020,230.710007,43.650002
7/27/2020,233.5,45.779999
7/28/2020,230.119995,45
7/29/2020,233.289993,46.209999
7/30/2020,234.5,47.310001
7/31/2020,253.669998,54.450001
8/3/2020,251.960007,54.57
8/4/2020,249.830002,56.009998
8/5/2020,249.119995,56.689999
8/6/2020,265.279999,56.689999
8/7/2020,268.440002,56.310001
8/10/2020,263,55.34
8/11/2020,256.130005,54.669998
8/12/2020,259.890015,55.759998
8/13/2020,261.299988,55.43
8/14/2020,261.23999,54.889999
8/17/2020,261.160004,55.200001
8/18/2020,262.339996,53.25
8/19/2020,262.589996,51.790001
8/20/2020,269.01001,51.25
8/21/2020,267.01001,50.900002
8/24/2020,271.390015,51.32
8/25/2020,280.820007,51.400002
8/26/2020,303.910004,52.07
8/27/2020,293.220001,51.16
8/28/2020,293.660004,52.32
8/31/2020,293.200012,51.630001
9/1/2020,295.440002,52.349998
9/2/2020,302.5,52.830002
9/3/2020,291.119995,48.799999
9/4/2020,282.730011,47.23
9/8/2020,271.160004,44.380001
9/9/2020,273.720001,44.970001
9/10/2020,268.089996,43.59
9/11/2020,266.609985,42.77
9/14/2020,266.149994,44.43
9/15/2020,272.420013,44.689999
9/16/2020,263.519989,46.349998
9/17/2020,254.820007,45.650002
9/18/2020,252.529999,45.509998
9/21/2020,248.149994,45.330002
9/22/2020,254.75,45.84
9/23/2020,249.020004,44.75
9/24/2020,249.529999,44.279999
9/25/2020,254.820007,44.939999
9/28/2020,256.820007,46.259998
9/29/2020,261.790009,47.049999
9/30/2020,261.899994,46.259998
10/1/2020,266.630005,48.400002
10/2/2020,259.940002,47.139999
10/5/2020,264.649994,49.220001
10/6/2020,258.660004,49.889999
10/7/2020,258.119995,50.740002
10/8/2020,263.76001,51.299999
10/9/2020,264.450012,52.549999
10/12/2020,275.75,52.82
10/13/2020,276.140015,52.439999
10/14/2020,271.820007,51.240002
10/15/2020,266.720001,50.919998
10/16/2020,265.929993,50.009998
10/19/2020,261.399994,49.43
10/20/2020,267.559998,49.18
10/21/2020,278.730011,48.279999
10/22/2020,278.119995,49.279999
10/23/2020,284.790009,48.68
10/26/2020,277.109985,47.220001
10/27/2020,283.290009,47.77
10/28/2020,267.670013,46.900002
10/29/2020,280.829987,48.369999
10/30/2020,263.109985,46.700001
11/2/2020,261.359985,48.869999
11/3/2020,265.299988,51.599998
11/4/2020,287.380005,53.810001
11/5/2020,294.679993,56.970001
11/6/2020,293.410004,57.450001
11/9/2020,278.769989,60.709999
11/10/2020,272.429993,59.43
11/11/2020,276.480011,66.599998
11/12/2020,275.079987,65.089996
11/13/2020,276.950012,68.489998
11/16/2020,278.959991,70.260002
11/17/2020,275,70.75
11/18/2020,271.970001,68.269997
11/19/2020,272.940002,68.629997
11/20/2020,269.700012,67.18
11/23/2020,268.429993,68.550003
11/24/2020,276.920013,69.699997
11/25/2020,275.589996,70.400002
11/27/2020,277.809998,73.029999
11/30/2020,276.970001,72.989998
12/1/2020,286.549988,73.410004
12/2/2020,287.519989,71.669998
12/3/2020,281.850006,72
12/4/2020,279.700012,75.190002
12/7/2020,285.579987,75.139999
12/8/2020,283.399994,75.220001
12/9/2020,277.920013,71.150002
12/10/2020,277.119995,72.809998
12/11/2020,273.549988,71.470001
12/14/2020,274.190002,75.07
12/15/2020,275.549988,74.879997
12/16/2020,275.670013,73.089996
12/17/2020,274.480011,74.769997
12/18/2020,276.399994,73.050003
12/21/2020,272.790009,74.489998
12/22/2020,267.089996,74.550003
12/23/2020,268.109985,73.220001
12/24/2020,267.399994,74.559998
12/28/2020,277,74.449997
12/29/2020,276.779999,71.860001
12/30/2020,271.869995,73.720001
12/31/2020,273.160004,67.849998
1/4/2021,268.940002,66.32
1/5/2021,270.970001,67.449997
1/6/2021,263.309998,67.470001
1/7/2021,268.73999,69.839996
1/8/2021,267.570007,68.230003
1/11/2021,256.839996,72.400002
1/12/2021,251.089996,74.650002
1/13/2021,251.639999,74.279999
1/14/2021,245.639999,79.690002
1/15/2021,251.360001,77.730003
1/19/2021,261.100006,81.900002
1/20/2021,267.480011,84.080002
1/21/2021,272.869995,84.139999
1/22/2021,274.5,84.419998
1/25/2021,278.01001,81.449997
1/26/2021,282.049988,77
1/27/2021,272.140015,75.260002
1/28/2021,265,78.029999
1/29/2021,258.329987,75.760002
2/1/2021,262.01001,79.839996
2/2/2021,267.079987,84.559998
2/3/2021,266.649994,77.580002
2/4/2021,266.48999,80.099998
2/5/2021,268.100006,79.589996
2/8/2021,266.579987,84
2/9/2021,269.450012,83
2/10/2021,271.869995,85.290001
2/11/2021,270.390015,88.269997
2/12/2021,270.5,90.93
2/16/2021,273.970001,88.720001
2/17/2021,273.570007,85.82
2/18/2021,269.390015,82.989998
2/19/2021,261.559998,86.389999
2/22/2021,260.329987,81.150002
2/23/2021,265.859985,81.18
2/24/2021,264.309998,87.32
2/25/2021,254.690002,79.870003
2/26/2021,257.619995,83.160004
3/1/2021,264.910004,89.370003
3/2/2021,259,83.290001
3/3/2021,255.410004,81.940002
3/4/2021,257.640015,76.5
3/5/2021,264.279999,77.800003
3/8/2021,255.309998,74.480003
3/9/2021,265.73999,81.519997
3/10/2021,264.899994,80.120003
3/11/2021,273.880005,85.830002
3/12/2021,268.399994,84.089996
3/15/2021,273.75,88.440002
3/16/2021,279.279999,87.099998
3/17/2021,284.01001,89.300003
3/18/2021,278.619995,83.639999
3/19/2021,290.109985,85.839996
3/22/2021,293.540009,88.43
3/23/2021,290.630005,78.449997
3/24/2021,282.140015,74.739998
3/25/2021,278.73999,77.110001
3/26/2021,283.019989,81.959999
3/29/2021,290.820007,78.220001
3/30/2021,288,79.480003
3/31/2021,294.529999,81.650002
4/1/2021,298.660004,90.639999
4/5/2021,308.910004,98.360001
4/6/2021,306.26001,99.519997
4/7/2021,313.089996,96.68
4/8/2021,313.019989,98.360001
4/9/2021,312.459991,95.699997
4/12/2021,311.540009,95.400002
4/13/2021,309.76001,96.739998
4/14/2021,302.820007,96.300003
4/15/2021,307.820007,99.800003
4/16/2021,306.179993,102.330002
4/19/2021,302.23999,97.970001
4/20/2021,302.649994,93.660004
4/21/2021,301.470001,97.389999
4/22/2021,296.519989,99.099998
4/23/2021,301.130005,102.739998
4/26/2021,303.040009,106.720001
4/27/2021,303.570007,105.5
4/28/2021,307.100006,107.470001
4/29/2021,329.51001,103.099998
4/30/2021,325.079987,101.330002
5/3/2021,322.579987,97.959999
5/4/2021,318.359985,92.510002
5/5/2021,315.019989,94.699997
5/6/2021,320.019989,94.639999
5/7/2021,319.079987,99.169998
5/10/2021,305.970001,89.440002
5/11/2021,306.529999,91.970001
5/12/2021,302.549988,86.589996
5/13/2021,305.26001,89.580002
