Date,close_meta,close_azeta
1/4/2018,184.330002,25.379999
1/5/2018,186.850006,26.120001
1/8/2018,188.279999,26.08
1/9/2018,187.869995,25.629999
1/10/2018,187.839996,25.23
1/11/2018,187.770004,25.66
1/12/2018,179.369995,26.02
1/16/2018,178.389999,26.129999
1/17/2018,177.600006,27.1
1/18/2018,179.800003,27.51
1/19/2018,181.289993,28.82
1/22/2018,185.369995,29.24
1/23/2018,189.350006,29.530001
1/24/2018,186.550003,28.92
1/25/2018,187.479996,28.85
1/26/2018,190,29.27
1/29/2018,185.979996,28.93
1/30/2018,187.119995,28.360001
1/31/2018,186.889999,27.9
2/1/2018,193.089996,28.57
2/2/2018,190.279999,26.940001
2/5/2018,181.259995,25
2/6/2018,185.309998,25.25
2/7/2018,180.179993,24.5
2/8/2018,171.580002,23.299999
2/9/2018,176.110001,23.809999
2/12/2018,176.410004,24.4
2/13/2018,173.149994,24.620001
2/14/2018,179.520004,25.73
2/15/2018,179.960007,26.59
2/16/2018,177.360001,26.110001
2/20/2018,176.009995,26.629999
2/21/2018,177.910004,26.51
2/22/2018,178.990005,26.35
2/23/2018,183.289993,27.08
2/26/2018,184.929993,27.549999
2/27/2018,181.460007,27
2/28/2018,178.320007,26.709999
3/1/2018,175.940002,26.52
3/2/2018,176.619995,27.24
3/5/2018,180.399994,27.379999
3/6/2018,179.779999,28.030001
3/7/2018,183.710007,28.200001
3/8/2018,182.339996,28.219999
3/9/2018,185.229996,28.950001
3/12/2018,184.759995,29.42
3/13/2018,181.880005,29.129999
3/14/2018,184.190002,29.299999
3/15/2018,183.860001,29.540001
3/16/2018,185.089996,29.51
3/19/2018,172.559998,29.209999
3/20/2018,168.149994,29.4
3/21/2018,169.389999,30.15
3/22/2018,164.889999,29.049999
3/23/2018,159.389999,27.780001
3/26/2018,160.059998,29.09
3/27/2018,152.220001,27.58
3/28/2018,153.029999,26.57
3/29/2018,159.789993,27.08
4/2/2018,155.389999,25.870001
4/3/2018,156.110001,26.280001
4/4/2018,155.100006,26.4
4/5/2018,159.339996,26.219999
4/6/2018,157.199997,25.700001
4/9/2018,157.929993,25.690001
4/10/2018,165.039993,26.83
4/11/2018,166.320007,26.719999
4/12/2018,163.869995,27.139999
4/13/2018,164.520004,27.5
4/16/2018,164.830002,27.84
4/17/2018,168.660004,28.23
4/18/2018,166.360001,27.84
4/19/2018,168.100006,26.02
4/20/2018,166.279999,25.91
4/23/2018,165.839996,25.66
4/24/2018,159.690002,25.57
4/25/2018,159.690002,25.540001
4/26/2018,174.160004,26.02
4/27/2018,173.589996,25.190001
4/30/2018,172,24.879999
5/1/2018,173.860001,25.66
5/2/2018,176.070007,26.959999
5/3/2018,174.020004,27.09
5/4/2018,176.610001,27.99
5/7/2018,177.970001,28.26
5/8/2018,178.919998,28.9
5/9/2018,182.660004,29.639999
5/10/2018,185.529999,29.98
5/11/2018,186.990005,29.559999
5/14/2018,186.639999,29.43
5/15/2018,184.320007,29
5/16/2018,183.199997,29.690001
5/17/2018,183.759995,29.700001
5/18/2018,182.679993,29.02
5/21/2018,184.490005,29.709999
5/22/2018,183.800003,29.809999
5/23/2018,186.899994,30.59
5/24/2018,185.929993,31.190001
5/25/2018,184.919998,31.879999
5/29/2018,185.740005,32.23
5/30/2018,187.669998,32.709999
5/31/2018,191.779999,32.68
6/1/2018,193.990005,33.540001
6/4/2018,193.279999,33.25
6/5/2018,192.940002,33.639999
6/6/2018,191.339996,33.639999
6/7/2018,188.179993,31.92
6/8/2018,189.100006,31.58
6/11/2018,191.539993,31.92
6/12/2018,192.399994,32.419998
6/13/2018,192.410004,33.459999
6/14/2018,196.809998,34.689999
6/15/2018,195.850006,36.360001
6/18/2018,198.309998,35.049999
6/19/2018,197.490005,34.810001
6/20/2018,202,35.02
6/21/2018,201.5,34.439999
6/22/2018,201.740005,33.689999
6/25/2018,196.350006,32.32
6/26/2018,199,32.66
6/27/2018,195.839996,32.02
6/28/2018,196.229996,31.99
6/29/2018,194.320007,32.619999
7/2/2018,197.360001,33.279999
7/3/2018,192.729996,32.740002
7/5/2018,198.449997,33.700001
7/6/2018,203.229996,34.41
7/9/2018,204.740005,35.18
7/10/2018,203.539993,35.360001
7/11/2018,202.539993,32.080002
7/12/2018,206.919998,32.5
7/13/2018,207.320007,32.200001
7/16/2018,207.229996,32.150002
7/17/2018,209.990005,32.419998
7/18/2018,209.360001,32.759998
7/19/2018,208.089996,32.43
7/20/2018,209.940002,32.110001
7/23/2018,210.910004,31.559999
7/24/2018,214.669998,30.629999
7/25/2018,217.5,30.1
7/26/2018,176.259995,30.58
7/27/2018,174.889999,31.07
7/30/2018,171.059998,30.209999
7/31/2018,172.580002,30.58
8/1/2018,171.649994,30.610001
8/2/2018,176.369995,31.299999
8/3/2018,177.779999,31.790001
8/6/2018,185.690002,31.549999
8/7/2018,183.809998,29.5
8/8/2018,185.179993,29.82
8/9/2018,183.089996,29.98
8/10/2018,180.259995,29.950001
8/13/2018,180.050003,29.66
8/14/2018,181.110001,29.549999
8/15/2018,179.529999,29.129999
8/16/2018,174.699997,28.959999
8/17/2018,173.800003,29.040001
8/20/2018,172.5,28.709999
8/21/2018,172.619995,29.299999
8/22/2018,173.639999,29.549999
8/23/2018,172.899994,29.389999
8/24/2018,174.649994,29.65
8/27/2018,177.460007,30.25
8/28/2018,176.259995,39.599998
8/29/2018,175.899994,38.599998
8/30/2018,177.639999,39.009998
8/31/2018,175.729996,39.41
9/4/2018,171.160004,38.990002
9/5/2018,167.179993,38.869999
9/6/2018,162.529999,36.23
9/7/2018,163.039993,36.110001
9/10/2018,164.179993,35.860001
9/11/2018,165.940002,35.540001
9/12/2018,162,33.720001
9/13/2018,161.360001,34.919998
9/14/2018,162.320007,34.919998
9/17/2018,160.580002,34.68
9/18/2018,160.300003,35.279999
9/19/2018,163.059998,34.66
9/20/2018,166.020004,34.560001
9/21/2018,162.929993,34.220001
9/24/2018,165.410004,34.139999
9/25/2018,164.910004,32.139999
9/26/2018,166.949997,33.790001
9/27/2018,168.839996,34.529999
9/28/2018,164.460007,35.029999
10/1/2018,162.440002,34.470001
10/2/2018,159.330002,34.720001
10/3/2018,162.429993,35.290001
10/4/2018,158.850006,34.669998
10/5/2018,157.330002,33
10/8/2018,157.25,32.029999
10/9/2018,157.899994,32.080002
10/10/2018,151.380005,30.42
10/11/2018,153.350006,29.809999
10/12/2018,153.740005,30.27
10/15/2018,153.520004,29.950001
10/16/2018,158.779999,30.799999
10/17/2018,159.419998,32.169998
10/18/2018,154.919998,32.110001
10/19/2018,154.050003,30.700001
10/22/2018,154.779999,30.860001
10/23/2018,154.389999,30.85
10/24/2018,146.039993,29.639999
10/25/2018,150.949997,30.360001
10/26/2018,145.369995,29.719999
10/29/2018,142.089996,29.25
10/30/2018,146.220001,30.190001
10/31/2018,151.789993,31.030001
11/1/2018,151.75,32.48
11/2/2018,150.350006,33.02
11/5/2018,148.679993,31.969999
11/6/2018,149.940002,32.389999
11/7/2018,151.529999,32.299999
11/8/2018,147.869995,30.799999
11/9/2018,144.960007,29.91
11/12/2018,141.550003,28.59
11/13/2018,142.160004,28.99
11/14/2018,144.220001,28.620001
11/15/2018,143.850006,29.389999
11/16/2018,139.529999,28.809999
11/19/2018,131.550003,27.24
11/20/2018,132.429993,25.48
11/21/2018,134.820007,24.73
11/23/2018,131.729996,25.67
11/26/2018,136.380005,27.360001
11/27/2018,135,28.48
11/28/2018,136.759995,30.15
11/29/2018,138.679993,30.719999
11/30/2018,140.610001,30.360001
12/3/2018,141.089996,30.360001
12/4/2018,137.929993,28.17
12/6/2018,139.630005,27.6
12/7/2018,137.419998,26.370001
12/10/2018,141.850006,26.73
12/11/2018,142.080002,27.209999
12/12/2018,144.5,27.540001
12/13/2018,145.009995,27.030001
12/14/2018,144.059998,26.26
12/17/2018,140.190002,25.75
12/18/2018,143.660004,25.74
12/19/2018,133.240005,24.9
12/20/2018,133.399994,24.43
12/21/2018,124.949997,24.040001
12/24/2018,124.059998,23.219999
12/26/2018,134.179993,25.219999
12/27/2018,134.520004,25.85
12/28/2018,133.199997,25.93
12/31/2018,131.089996,26.18
1/2/2019,135.679993,26.1
1/3/2019,131.740005,24.379999
1/4/2019,137.949997,25.76
1/7/2019,138.050003,26.309999
1/8/2019,142.529999,26.219999
1/9/2019,144.229996,26.940001
1/10/2019,144.199997,28.370001
1/11/2019,143.800003,28.08
1/14/2019,145.389999,27.459999
1/15/2019,148.949997,27.35
1/16/2019,147.539993,27.26
1/17/2019,148.300003,27.790001
1/18/2019,150.039993,29.07
1/22/2019,147.570007,27.780001
1/23/2019,144.300003,27.77
1/24/2019,145.830002,29.540001
1/25/2019,149.009995,30.49
1/28/2019,147.470001,30.280001
1/29/2019,144.190002,29.57
1/30/2019,150.419998,30.799999
1/31/2019,166.690002,31.129999
2/1/2019,165.710007,30.9
2/4/2019,169.25,31.43
2/5/2019,171.160004,31.389999
2/6/2019,170.490005,31.709999
2/7/2019,166.380005,30.15
2/8/2019,167.330002,29.76
2/11/2019,165.789993,29.76
2/12/2019,165.039993,30.59
2/13/2019,164.070007,31.5
2/14/2019,163.949997,32.200001
2/15/2019,162.5,32.959999
2/19/2019,162.289993,33.5
2/20/2019,162.559998,33.75
2/21/2019,160.039993,33.27
2/22/2019,161.889999,32.939999
2/25/2019,164.619995,33.060001
2/26/2019,164.130005,32.68
2/27/2019,162.809998,32.439999
2/28/2019,161.449997,32.110001
3/1/2019,162.279999,32.040001
3/4/2019,167.369995,32.610001
3/5/2019,171.259995,32.959999
3/6/2019,172.509995,32.560001
3/7/2019,169.130005,31.309999
3/8/2019,169.600006,30.51
3/11/2019,172.070007,31.540001
3/12/2019,171.919998,30.690001
3/13/2019,173.369995,30.09
3/14/2019,170.169998,30.280001
3/15/2019,165.979996,30.620001
3/18/2019,160.470001,30.01
3/19/2019,161.570007,30.1
3/20/2019,165.440002,29.58
3/21/2019,166.080002,31.02
3/22/2019,164.339996,29.51
3/25/2019,166.289993,28.98
3/26/2019,167.679993,29.18
3/27/2019,165.869995,28.85
3/28/2019,165.550003,28.959999
3/29/2019,166.690002,29.33
4/1/2019,168.699997,29.959999
4/2/2019,174.199997,29.530001
4/3/2019,173.539993,30.379999
4/4/2019,176.020004,30.950001
4/5/2019,175.720001,31.57
4/8/2019,174.929993,31.450001
4/9/2019,177.580002,31.370001
4/10/2019,177.820007,31.469999
4/11/2019,177.509995,31.23
4/12/2019,179.100006,31.32
4/15/2019,179.649994,30.959999
4/16/2019,178.869995,31.790001
4/17/2019,178.779999,31.809999
4/18/2019,178.279999,31.700001
4/22/2019,181.440002,31.639999
4/23/2019,183.779999,31.77
4/24/2019,182.580002,32.299999
4/25/2019,193.259995,32.049999
4/26/2019,191.490005,31.66
4/29/2019,194.779999,32.360001
4/30/2019,193.399994,37.509998
5/1/2019,193.029999,38.040001
5/2/2019,192.529999,37.849998
5/3/2019,195.470001,39.080002
5/6/2019,193.880005,39.77
5/7/2019,189.770004,39.919998
5/8/2019,189.539993,38.360001
5/9/2019,188.649994,38.34
5/10/2019,188.339996,38.93
5/13/2019,181.539993,36.799999
5/14/2019,180.729996,37.5
5/15/2019,186.270004,38.27
5/16/2019,186.990005,37.950001
5/17/2019,185.300003,37.43
5/20/2019,182.720001,35.07
5/21/2019,184.820007,35.75
5/22/2019,185.320007,35.880001
5/23/2019,180.869995,34.560001
5/24/2019,181.059998,35.220001
5/28/2019,184.309998,35.919998
5/29/2019,182.190002,36.599998
5/30/2019,183.009995,37.27
5/31/2019,177.470001,35.490002
6/3/2019,164.149994,35.77
6/4/2019,167.5,37.68
6/5/2019,168.169998,38.450001
6/6/2019,168.330002,40
6/7/2019,173.350006,39.580002
6/10/2019,174.820007,41.099998
6/11/2019,178.100006,39.959999
6/12/2019,175.039993,39.02
6/13/2019,177.470001,39.369999
6/14/2019,181.330002,38.450001
6/17/2019,189.009995,38.169998
6/18/2019,188.470001,39.560001
6/19/2019,187.479996,38.799999
6/20/2019,189.529999,39.549999
6/21/2019,191.139999,38.68
6/24/2019,192.600006,38.959999
6/25/2019,188.839996,36.639999
6/26/2019,187.660004,37.389999
6/27/2019,189.5,38.639999
6/28/2019,193,38.75
7/1/2019,193,39.919998
7/2/2019,195,38.82
7/3/2019,197.199997,39.599998
7/5/2019,196.399994,39.560001
7/8/2019,195.759995,38.029999
7/9/2019,199.210007,38.09
7/10/2019,202.729996,38.950001
7/11/2019,201.229996,38.25
7/12/2019,204.869995,39.5
7/15/2019,203.910004,39.07
7/16/2019,203.839996,39.310001
7/17/2019,201.800003,38.919998
7/18/2019,200.779999,39.950001
7/19/2019,198.360001,39.439999
7/22/2019,202.320007,40.09
7/23/2019,202.360001,41.150002
7/24/2019,204.660004,41.75
7/25/2019,200.710007,40.970001
7/26/2019,199.75,41.509998
7/29/2019,195.940002,41.419998
7/30/2019,197.039993,40.549999
7/31/2019,194.229996,38.799999
8/1/2019,192.729996,37.779999
8/2/2019,189.020004,32.689999
8/5/2019,181.729996,31.620001
